image	descriptor
5191.jpg	"[{""label"": ""a woman"", ""rect_box"": [292.62, 92.12, 449.86, 287.36], ""polygon"": [[417, 225], [416, 226], [416, 227], [417, 227]]}, {""label"": ""a man"", ""rect_box"": [140.85, 72.18, 307.14, 286.95], ""polygon"": [[285, 283], [286, 283]]}, {""label"": ""- a man a woman"", ""rect_box"": [140.69, 72.41, 436.31, 287.63], ""polygon"": [[361, 176], [361, 178], [362, 178], [363, 177], [362, 176]]}, {""label"": ""a man"", ""rect_box"": [210.28, 71.79, 305.33, 179.52], ""polygon"": [[242, 75], [227, 90], [221, 126], [214, 129], [217, 157], [230, 173], [269, 164], [288, 171], [299, 150], [297, 95], [281, 76]]}]"
5389.jpg	"[{""label"": ""a turban"", ""rect_box"": [-0.03, 73.27, 202.41, 199.72], ""polygon"": [[0, 181], [33, 196], [39, 183], [26, 168], [48, 143], [100, 130], [135, 131], [144, 171], [157, 169], [194, 129], [191, 77], [0, 76]]}, {""label"": ""- a man"", ""rect_box"": [-0.01, 73.32, 236.23, 288.14], ""polygon"": [[0, 76], [0, 181], [57, 229], [49, 257], [8, 284], [228, 283], [137, 230], [158, 169], [195, 126], [190, 76]]}, {""label"": ""a white shirt"", ""rect_box"": [0.95, 234.0, 235.7, 288.42], ""polygon"": [[81, 282], [69, 268], [57, 247], [35, 267], [5, 284], [81, 285]]}, {""label"": ""a white shirt"", ""rect_box"": [272.23, 208.43, 450.02, 288.33], ""polygon"": [[449, 215], [277, 284], [447, 285]]}]"
5629.jpg	"[{""label"": ""- the woman a veil"", ""rect_box"": [140.2, 72.43, 378.83, 287.42], ""polygon"": [[259, 283]]}, {""label"": ""a veil"", ""rect_box"": [139.82, 72.75, 378.97, 287.15], ""polygon"": [[259, 283]]}]"
5869.jpg	"[{""label"": ""- a man other men"", ""rect_box"": [43.5, 78.99, 234.55, 287.76], ""polygon"": [[147, 82], [130, 83], [119, 99], [121, 151], [73, 181], [51, 284], [69, 284], [88, 251], [90, 284], [180, 283], [189, 216], [216, 223], [228, 215], [224, 186], [161, 138], [163, 101]]}, {""label"": ""other men"", ""rect_box"": [207.83, 146.85, 287.86, 287.83], ""polygon"": [[250, 148], [240, 154], [239, 178], [225, 183], [231, 212], [213, 285], [266, 285], [265, 220], [279, 224], [282, 232], [275, 192], [257, 178], [259, 158]]}, {""label"": ""a necklace"", ""rect_box"": [114.51, 140.11, 169.0, 252.34], ""polygon"": [[124, 162], [125, 162]]}, {""label"": ""white robes"", ""rect_box"": [208.54, 179.19, 287.33, 287.63], ""polygon"": [[226, 182], [231, 212], [211, 284], [265, 285], [265, 239], [250, 238], [246, 229], [255, 224], [264, 233], [267, 219], [282, 232], [276, 194], [259, 180], [247, 188], [237, 180]]}, {""label"": ""other men"", ""rect_box"": [312.53, 199.78, 346.69, 287.18], ""polygon"": [[325, 202], [324, 216], [319, 223], [319, 272], [322, 276], [329, 276], [330, 285], [336, 285], [341, 260], [342, 225], [332, 211], [332, 204]]}, {""label"": ""other men"", ""rect_box"": [340.51, 200.35, 378.7, 287.44], ""polygon"": [[364, 203], [356, 206], [356, 215], [347, 224], [345, 256], [340, 271], [344, 285], [349, 285], [351, 280], [365, 285], [370, 276], [371, 235], [365, 217], [367, 206]]}, {""label"": ""other men"", ""rect_box"": [288.49, 195.86, 318.96, 282.28], ""polygon"": [[302, 197], [298, 201], [292, 220], [289, 253], [292, 264], [310, 278], [313, 266], [309, 227], [313, 219], [308, 211], [309, 200]]}, {""label"": ""wooden wall"", ""rect_box"": [-0.06, 72.92, 449.93, 286.77], ""polygon"": [[192, 219], [190, 222], [190, 228], [187, 235], [186, 245], [190, 247], [206, 247], [208, 241], [209, 226], [204, 224], [203, 222]]}, {""label"": ""white robes"", ""rect_box"": [340.89, 213.92, 377.54, 283.08], ""polygon"": [[354, 216], [347, 224], [346, 254], [340, 275], [364, 281], [370, 276], [371, 236], [366, 218], [360, 220]]}, {""label"": ""white robes"", ""rect_box"": [313.88, 213.33, 346.33, 279.32], ""polygon"": [[335, 214], [326, 219], [322, 218], [319, 223], [318, 241], [325, 240], [327, 242], [327, 248], [321, 249], [319, 272], [322, 276], [337, 271], [340, 267], [341, 247], [339, 243], [342, 239], [342, 226], [340, 219]]}, {""label"": ""other men"", ""rect_box"": [355.71, 154.28, 386.26, 212.62], ""polygon"": [[370, 156], [367, 160], [368, 168], [358, 174], [357, 188], [361, 200], [369, 206], [378, 205], [382, 198], [383, 180], [382, 176], [375, 170], [375, 157]]}, {""label"": ""white robes"", ""rect_box"": [288.61, 209.35, 318.41, 279.66], ""polygon"": [[303, 202], [297, 208], [292, 220], [289, 253], [292, 264], [307, 278], [310, 278], [313, 269], [309, 225], [313, 219], [307, 209], [307, 202]]}, {""label"": ""white robes"", ""rect_box"": [355.89, 168.54, 386.17, 211.82], ""polygon"": [[361, 171], [358, 174], [357, 178], [358, 192], [361, 198], [368, 205], [378, 205], [383, 194], [382, 177], [376, 171], [372, 173], [369, 173], [367, 170]]}, {""label"": ""white white robes"", ""rect_box"": [44.61, 140.51, 233.85, 287.77], ""polygon"": [[157, 208]]}, {""label"": ""ring"", ""rect_box"": [117.46, 119.92, 143.9, 171.47], ""polygon"": [[130, 147], [128, 147], [128, 150], [126, 155], [120, 156], [118, 162], [118, 164], [120, 166], [128, 168], [131, 167], [134, 164], [134, 160], [130, 155]]}, {""label"": ""ring"", ""rect_box"": [132.11, 119.61, 143.97, 136.26], ""polygon"": [[138, 120], [136, 120], [133, 122], [133, 128], [136, 131], [137, 131], [138, 130], [138, 127], [139, 126], [139, 121]]}, {""label"": ""other men"", ""rect_box"": [281.56, 173.98, 309.2, 214.58], ""polygon"": [[289, 176], [286, 178], [288, 187], [284, 193], [284, 206], [285, 208], [290, 207], [294, 209], [294, 206], [299, 198], [304, 196], [305, 193], [304, 190], [298, 185], [298, 177]]}, {""label"": ""wooden wall"", ""rect_box"": [0.02, 73.59, 387.52, 262.76], ""polygon"": [[192, 218], [190, 220], [190, 226], [187, 233], [186, 245], [189, 247], [206, 247], [208, 243], [208, 234], [210, 226], [198, 219]]}]"
6121.jpg	"[{""label"": ""- a woman a group soldiers"", ""rect_box"": [130.94, 105.11, 237.6, 287.56], ""polygon"": [[180, 107], [185, 134], [158, 156], [151, 185], [162, 200], [132, 283], [230, 284], [214, 204], [225, 214], [233, 186], [225, 151], [208, 137], [217, 111]]}, {""label"": ""a white dress uniforms"", ""rect_box"": [131.14, 133.63, 236.63, 287.25], ""polygon"": [[163, 199], [147, 229], [132, 283], [230, 284], [214, 203], [208, 199]]}, {""label"": ""a horse - drawn carriage"", ""rect_box"": [326.04, 148.78, 449.0, 287.65], ""polygon"": [[432, 157], [404, 156], [376, 178], [382, 227], [364, 215], [341, 220], [353, 236], [348, 252], [357, 283], [433, 282], [442, 245]]}, {""label"": ""bonnet"", ""rect_box"": [174.45, 104.83, 221.52, 137.38], ""polygon"": [[176, 110], [185, 131], [186, 128], [192, 127], [201, 130], [208, 136], [211, 134], [218, 118], [218, 112], [214, 107], [179, 107]]}, {""label"": ""the scene"", ""rect_box"": [0.01, 72.91, 449.99, 289.53], ""polygon"": [[36, 275], [37, 275]]}, {""label"": ""a group of soldiers"", ""rect_box"": [50.09, 184.58, 94.45, 286.48], ""polygon"": [[60, 243]]}, {""label"": ""spears"", ""rect_box"": [63.56, 109.93, 109.66, 202.07], ""polygon"": [[104, 112], [94, 132], [84, 126], [85, 150], [79, 155], [74, 153], [78, 157], [78, 167], [63, 183], [82, 185], [89, 157], [102, 142], [98, 134]]}, {""label"": ""a group of soldiers"", ""rect_box"": [104.08, 206.45, 140.75, 285.48], ""polygon"": [[124, 271], [122, 271], [122, 275], [121, 276], [121, 278], [122, 279], [123, 278], [124, 278]]}, {""label"": ""the sky"", ""rect_box"": [0.07, 73.18, 450.07, 204.75], ""polygon"": [[323, 201], [322, 200], [320, 202], [319, 201], [319, 202], [320, 202], [321, 203], [322, 203], [323, 202]]}, {""label"": ""a group of soldiers"", ""rect_box"": [0.06, 98.98, 60.07, 286.5], ""polygon"": [[20, 101], [0, 103], [2, 284], [12, 272], [14, 200], [20, 195], [56, 200], [27, 174], [24, 135], [31, 108]]}, {""label"": ""white uniforms"", ""rect_box"": [61.89, 199.33, 92.36, 264.78], ""polygon"": [[85, 200], [70, 204], [60, 218], [60, 222], [65, 222], [67, 225], [65, 248], [68, 263], [82, 262], [84, 258], [84, 222], [88, 212], [88, 204]]}, {""label"": ""spears"", ""rect_box"": [21.0, 111.71, 83.25, 286.86], ""polygon"": [[54, 204], [49, 204], [23, 285], [29, 283]]}, {""label"": ""helmets"", ""rect_box"": [73.48, 185.1, 94.09, 202.37], ""polygon"": [[75, 188], [75, 190], [74, 191], [74, 197], [75, 198], [77, 198], [78, 197], [79, 198], [88, 198], [90, 196], [90, 193], [84, 188], [82, 187], [76, 187]]}, {""label"": ""white uniforms"", ""rect_box"": [-0.0, 127.36, 35.85, 282.47], ""polygon"": [[8, 194], [0, 195], [0, 279], [10, 277], [13, 262], [15, 197]]}, {""label"": ""spears"", ""rect_box"": [7.94, 75.79, 55.54, 165.61], ""polygon"": [[25, 104]]}, {""label"": ""spears"", ""rect_box"": [220.04, 109.44, 232.22, 154.12], ""polygon"": [[225, 112], [224, 134], [223, 135], [223, 146], [225, 149], [226, 147], [226, 113]]}, {""label"": ""spears"", ""rect_box"": [21.25, 109.44, 109.86, 286.91], ""polygon"": [[53, 204], [49, 204], [23, 285], [29, 283]]}, {""label"": ""helmets"", ""rect_box"": [119.74, 206.42, 136.81, 221.84], ""polygon"": [[134, 211], [133, 211], [131, 209], [130, 209], [129, 208], [128, 209], [124, 209], [123, 210], [123, 219], [124, 219], [125, 218], [131, 218], [132, 217], [133, 217], [133, 216], [134, 215]]}, {""label"": ""white uniforms"", ""rect_box"": [104.49, 217.69, 139.97, 271.39], ""polygon"": [[130, 218], [121, 221], [116, 228], [112, 239], [113, 247], [106, 263], [108, 267], [116, 269], [122, 268], [125, 245], [131, 238], [136, 236], [135, 224]]}, {""label"": ""helmets"", ""rect_box"": [174.38, 104.85, 221.61, 137.79], ""polygon"": [[176, 110], [185, 131], [186, 128], [192, 127], [201, 130], [208, 136], [211, 134], [218, 118], [218, 112], [214, 107], [179, 107]]}, {""label"": ""white uniforms"", ""rect_box"": [54.39, 198.84, 92.92, 278.94], ""polygon"": [[80, 193], [59, 220], [66, 228], [65, 246], [60, 254], [57, 273], [65, 270], [69, 284], [78, 282], [74, 264], [83, 261], [84, 223], [88, 204]]}]"
615.jpg	"[{""label"": ""helmets"", ""rect_box"": [360.35, 123.63, 418.12, 187.36], ""polygon"": [[387, 126], [379, 129], [370, 137], [365, 150], [366, 157], [377, 178], [386, 185], [394, 185], [408, 171], [412, 161], [412, 151], [407, 132]]}, {""label"": ""helmets"", ""rect_box"": [75.33, 71.91, 135.81, 121.9], ""polygon"": [[120, 103], [121, 102], [122, 102], [120, 102]]}, {""label"": ""a group of warriors"", ""rect_box"": [272.55, 123.86, 449.76, 288.33], ""polygon"": [[415, 278], [415, 279], [416, 280], [417, 280], [417, 278]]}, {""label"": ""helmets"", ""rect_box"": [227.05, 140.39, 253.98, 170.56], ""polygon"": [[239, 142], [232, 150], [232, 155], [229, 161], [230, 166], [234, 167], [252, 166], [248, 158], [245, 155], [244, 146]]}, {""label"": ""a group of warriors"", ""rect_box"": [0.03, 72.38, 450.02, 288.0], ""polygon"": [[0, 75], [0, 284], [208, 284], [276, 218], [225, 282], [449, 284], [449, 75]]}, {""label"": ""helmets"", ""rect_box"": [9.53, 72.6, 70.51, 142.1], ""polygon"": [[23, 74], [15, 78], [12, 87], [22, 126], [26, 131], [43, 136], [45, 128], [50, 124], [64, 123], [64, 109], [40, 74]]}, {""label"": ""a group of warriors"", ""rect_box"": [216.69, 140.33, 290.43, 286.68], ""polygon"": [[271, 246], [266, 242], [229, 275], [228, 281], [233, 284], [263, 283], [279, 266], [278, 259]]}, {""label"": ""a group of warriors"", ""rect_box"": [63.89, 72.35, 216.8, 287.08], ""polygon"": [[106, 252]]}, {""label"": ""helmets"", ""rect_box"": [75.63, 72.15, 170.44, 146.97], ""polygon"": [[79, 75], [81, 100], [100, 126], [101, 143], [145, 142], [161, 133], [166, 135], [154, 108], [124, 76]]}, {""label"": ""a cloudy sky"", ""rect_box"": [0.19, 72.64, 450.18, 212.02], ""polygon"": [[66, 197], [66, 198], [67, 198], [67, 197]]}, {""label"": ""a group of warriors"", ""rect_box"": [9.46, 71.99, 218.23, 287.08], ""polygon"": [[5, 122], [6, 122]]}, {""label"": ""battle attire armor"", ""rect_box"": [65.96, 72.43, 216.35, 286.92], ""polygon"": [[101, 245], [103, 245]]}, {""label"": ""battle attire armor"", ""rect_box"": [216.51, 140.38, 289.97, 286.57], ""polygon"": [[271, 246], [266, 242], [229, 275], [228, 281], [233, 284], [263, 283], [279, 266], [278, 259]]}, {""label"": ""a group of warriors battle attire armor"", ""rect_box"": [272.84, 124.29, 420.77, 288.44], ""polygon"": [[401, 255], [403, 255]]}]"
6402.jpg	"[{""label"": ""a woman traditional indian attire"", ""rect_box"": [193.03, 109.18, 269.96, 287.99], ""polygon"": [[234, 110], [221, 121], [223, 146], [207, 153], [195, 284], [243, 285], [248, 265], [254, 276], [265, 272], [260, 170], [238, 144], [243, 132]]}, {""label"": ""a red shawl"", ""rect_box"": [195.95, 189.18, 269.36, 260.62], ""polygon"": [[201, 191], [198, 199], [201, 229], [226, 255], [241, 255], [260, 236], [266, 209], [264, 197], [258, 198], [244, 219], [231, 228], [215, 217]]}, {""label"": ""traditional indian attire a white saree"", ""rect_box"": [193.97, 145.72, 269.07, 287.41], ""polygon"": [[237, 144], [207, 154], [198, 199], [201, 240], [195, 284], [242, 285], [249, 265], [254, 274], [265, 272], [259, 166]]}, {""label"": ""traditional indian attire"", ""rect_box"": [193.06, 109.37, 270.1, 287.83], ""polygon"": [[234, 110], [221, 121], [223, 146], [207, 153], [195, 284], [243, 285], [248, 265], [254, 276], [265, 272], [260, 170], [238, 144], [242, 124]]}]"
6514.jpg	"[{""label"": ""- a group of people"", ""rect_box"": [109.77, 148.47, 160.58, 282.36], ""polygon"": [[145, 150], [138, 151], [120, 185], [123, 201], [112, 245], [122, 259], [119, 276], [136, 279], [125, 271], [129, 261], [145, 266], [153, 242], [146, 220], [151, 207], [142, 200]]}, {""label"": ""- a group of people"", ""rect_box"": [29.98, 156.46, 89.93, 248.53], ""polygon"": [[60, 160], [52, 175], [52, 190], [46, 198], [37, 231], [40, 234], [48, 228], [68, 233], [72, 243], [83, 243], [74, 233], [76, 222], [64, 192], [69, 184], [85, 186], [85, 182], [69, 174], [65, 162]]}, {""label"": ""a chandelier"", ""rect_box"": [210.06, 85.51, 242.49, 113.63], ""polygon"": [[216, 90], [216, 95], [213, 99], [212, 103], [213, 107], [224, 107], [229, 109], [237, 107], [237, 99], [234, 96], [233, 90], [231, 88], [222, 87], [218, 88]]}, {""label"": ""a building"", ""rect_box"": [-0.05, 71.67, 449.95, 205.05], ""polygon"": [[177, 197], [178, 197]]}, {""label"": ""swords torches"", ""rect_box"": [144.56, 165.32, 184.1, 217.7], ""polygon"": [[178, 168], [166, 190], [151, 206], [149, 211], [165, 196], [170, 189], [178, 173]]}, {""label"": ""traditional indian clothing"", ""rect_box"": [33.87, 166.17, 88.62, 241.27], ""polygon"": [[60, 164], [52, 175], [52, 190], [46, 198], [37, 231], [40, 234], [48, 228], [69, 233], [72, 243], [83, 242], [74, 234], [75, 218], [64, 192], [69, 184], [85, 186], [85, 182], [69, 174]]}, {""label"": ""traditional indian clothing"", ""rect_box"": [110.23, 164.55, 157.43, 269.93], ""polygon"": [[122, 262], [122, 263], [121, 264], [121, 265], [120, 266], [120, 268], [119, 269], [120, 270], [122, 270]]}, {""label"": ""- a group of people"", ""rect_box"": [192.87, 153.4, 249.1, 278.85], ""polygon"": [[218, 156], [213, 172], [204, 178], [205, 231], [195, 260], [212, 242], [223, 248], [240, 274], [230, 212], [236, 185], [225, 174], [225, 158]]}, {""label"": ""swords"", ""rect_box"": [0.0, 169.92, 51.38, 263.24], ""polygon"": [[23, 172], [0, 173], [14, 202], [3, 247], [6, 260], [18, 211], [47, 254], [18, 204]]}, {""label"": ""arches"", ""rect_box"": [191.29, 76.35, 259.87, 178.48], ""polygon"": [[202, 83], [195, 92], [196, 169], [211, 168], [216, 115], [238, 116], [240, 160], [251, 168], [252, 88], [228, 78]]}, {""label"": ""a group of people"", ""rect_box"": [251.96, 150.08, 289.79, 219.1], ""polygon"": [[261, 184], [256, 188], [250, 202], [255, 213], [253, 222], [258, 226], [259, 217], [262, 213], [267, 212], [274, 216], [273, 228], [276, 229], [278, 228], [277, 220], [284, 204], [282, 195], [273, 184]]}, {""label"": ""arches"", ""rect_box"": [270.33, 77.14, 327.8, 182.23], ""polygon"": [[282, 85], [277, 96], [277, 148], [284, 152], [283, 159], [289, 170], [318, 176], [322, 122], [314, 109], [316, 91], [305, 83]]}, {""label"": ""torches"", ""rect_box"": [2.93, 148.43, 31.58, 177.41], ""polygon"": [[23, 150], [21, 150], [19, 152], [17, 166], [10, 168], [8, 167], [7, 169], [8, 172], [22, 172], [24, 171], [25, 168], [25, 163], [24, 162], [25, 153]]}, {""label"": ""arches"", ""rect_box"": [329.58, 77.29, 384.14, 180.8], ""polygon"": [[355, 81], [344, 85], [338, 93], [339, 109], [332, 133], [332, 170], [337, 174], [371, 176], [377, 163], [378, 127], [377, 119], [373, 118], [377, 117], [377, 93], [369, 85]]}, {""label"": ""arches"", ""rect_box"": [128.25, 78.5, 180.27, 175.31], ""polygon"": [[150, 81], [137, 86], [132, 96], [134, 154], [139, 148], [147, 149], [151, 157], [149, 167], [152, 172], [159, 173], [163, 164], [169, 161], [171, 164], [174, 160], [173, 116], [169, 109], [172, 96], [165, 84]]}, {""label"": ""- a group of people"", ""rect_box"": [248.1, 149.79, 290.36, 232.66], ""polygon"": [[261, 184], [256, 188], [250, 201], [254, 213], [252, 221], [255, 226], [259, 226], [259, 217], [262, 213], [267, 212], [274, 217], [273, 228], [278, 229], [277, 221], [284, 205], [282, 195], [277, 186], [271, 183]]}, {""label"": ""torches"", ""rect_box"": [408.63, 152.97, 433.58, 176.96], ""polygon"": [[417, 155], [412, 160], [412, 164], [414, 167], [412, 171], [414, 172], [426, 172], [427, 171], [426, 169], [426, 164], [427, 162], [424, 160], [422, 160], [420, 158], [420, 155]]}, {""label"": ""torches"", ""rect_box"": [230.22, 150.78, 252.16, 181.09], ""polygon"": [[232, 152], [233, 153], [232, 155], [233, 178], [238, 183], [241, 183], [244, 181], [244, 178], [248, 174], [239, 164], [237, 160], [237, 153]]}, {""label"": ""swords"", ""rect_box"": [237.86, 176.14, 289.31, 190.29], ""polygon"": [[242, 184], [242, 185], [272, 183], [275, 185], [284, 186], [284, 184], [279, 181], [250, 181]]}]"
6693.jpg	"[{""label"": ""a wooden stick"", ""rect_box"": [82.39, 72.5, 115.39, 253.67], ""polygon"": [[110, 74], [93, 75], [85, 248], [102, 242]]}, {""label"": ""a woman a white headscarf"", ""rect_box"": [111.77, 72.81, 376.86, 287.79], ""polygon"": [[232, 201], [233, 201]]}, {""label"": ""a woman"", ""rect_box"": [44.48, 72.55, 378.08, 287.96], ""polygon"": [[121, 252], [99, 246], [90, 252], [79, 253], [65, 261], [49, 283], [109, 284], [117, 279], [114, 266], [121, 259]]}]"
6900.jpg	"[{""label"": ""a plate of food"", ""rect_box"": [239.67, 193.41, 350.7, 231.92], ""polygon"": [[242, 203], [244, 212], [259, 220], [318, 222], [331, 227], [345, 216], [344, 212], [318, 200], [259, 196], [245, 199]]}, {""label"": ""a woman"", ""rect_box"": [216.61, 81.04, 371.34, 288.37], ""polygon"": [[304, 83], [280, 103], [288, 157], [261, 171], [228, 171], [224, 284], [336, 284], [340, 262], [363, 273], [364, 174], [319, 158], [325, 115]]}, {""label"": ""traditional indian attire specifically a red and gold sari"", ""rect_box"": [219.07, 157.01, 369.6, 288.25], ""polygon"": [[243, 211], [241, 245], [233, 261], [223, 266], [224, 284], [337, 283], [338, 262], [313, 225], [259, 221]]}]"
7168.jpg	"[{""label"": ""- a woman"", ""rect_box"": [169.25, 120.27, 235.18, 278.05], ""polygon"": [[196, 121], [190, 132], [194, 141], [190, 180], [181, 201], [183, 240], [172, 249], [205, 270], [215, 231], [209, 188], [227, 176], [224, 171], [213, 173], [203, 149], [208, 130]]}, {""label"": ""a purple sari"", ""rect_box"": [170.07, 146.21, 220.63, 273.4], ""polygon"": [[194, 146], [189, 159], [190, 180], [181, 199], [183, 240], [173, 249], [176, 255], [186, 254], [195, 267], [204, 270], [209, 267], [215, 220], [209, 207], [209, 183], [201, 174], [210, 163], [203, 149]]}, {""label"": ""a building"", ""rect_box"": [0.01, 72.09, 449.98, 186.65], ""polygon"": [[3, 134]]}, {""label"": ""colorful saris"", ""rect_box"": [293.66, 163.39, 323.2, 233.92], ""polygon"": [[305, 153], [301, 166], [302, 174], [296, 186], [296, 198], [302, 229], [306, 227], [313, 233], [318, 194], [310, 157]]}, {""label"": ""colorful saris"", ""rect_box"": [2.42, 165.29, 31.86, 236.75], ""polygon"": [[16, 166], [6, 177], [5, 222], [14, 234], [18, 234], [24, 225], [25, 202], [30, 177]]}, {""label"": ""colorful saris"", ""rect_box"": [151.34, 159.61, 180.46, 237.86], ""polygon"": [[169, 162], [166, 162], [160, 169], [154, 191], [154, 205], [163, 236], [170, 234], [175, 222], [174, 180], [171, 178], [174, 172]]}, {""label"": ""a courtyard"", ""rect_box"": [-0.0, 206.8, 450.0, 287.18], ""polygon"": [[404, 231], [405, 231]]}, {""label"": ""colorful saris"", ""rect_box"": [100.15, 162.99, 130.37, 235.82], ""polygon"": [[112, 153], [102, 173], [101, 188], [104, 190], [104, 213], [111, 224], [112, 236], [115, 237], [125, 187], [132, 178], [119, 162], [118, 156]]}, {""label"": ""colorful saris"", ""rect_box"": [343.63, 163.76, 375.68, 236.75], ""polygon"": [[363, 165], [354, 170], [351, 166], [349, 172], [353, 188], [347, 205], [346, 227], [351, 235], [356, 228], [360, 232], [364, 232], [367, 228], [368, 194], [374, 185], [371, 175]]}, {""label"": ""colorful saris"", ""rect_box"": [240.59, 160.8, 272.35, 234.65], ""polygon"": [[253, 150], [251, 160], [245, 166], [246, 210], [250, 230], [253, 234], [257, 232], [261, 235], [265, 209], [264, 185], [269, 171], [260, 161], [259, 153]]}, {""label"": ""colorful saris"", ""rect_box"": [56.62, 162.87, 86.17, 235.24], ""polygon"": [[68, 154], [64, 158], [59, 187], [62, 225], [68, 233], [73, 234], [79, 197], [78, 185], [85, 175], [74, 162], [73, 156]]}, {""label"": ""colorful saris"", ""rect_box"": [0.09, 144.61, 450.05, 243.65], ""polygon"": [[296, 345]]}]"
